id_hecho,cantidad_victimas,fecha,anio,mes,dia,hora,franja_horaria,lugar_hecho,tipo_calle,comuna,latitud,longitud,participantes,victima,acusado
2019-0048,1,2019-06-07,2019,6,7,7:00:00,7,AVELLANEDA AV. 1548,AVENIDA,6,-34.62038137,-58.45322169,MOTO-CARGAS,MOTO,CARGAS
2019-0049,1,2019-06-08,2019,6,8,9:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,13,-34.56166498,-58.45849057,PEATON-CARGAS,PEATON,CARGAS
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,14,-34.59411677,-58.41829559,MOTO-CARGAS,MOTO,CARGAS
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,4,-34.63832093,-58.36376488,MOTO-AUTO,MOTO,AUTO
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,8,-34.66004784,-58.46442668,AUTO-AUTO,AUTO,AUTO
2019-0054,1,2019-06-20,2019,6,20,3:00:00,3,GANDARA 2976,CALLE,15,-34.58428769,-58.48222035,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,1,-34.60283208,-58.36819005,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,BOYACA AV. 305,AVENIDA,7,-34.62330939,-58.45877601,PEATON-AUTO,PEATON,AUTO
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,ARTILLEROS Y LA PAMPA,CALLE,13,-34.55760517,-58.44196498,PEATON-AUTO,PEATON,AUTO
2019-0058,1,2019-07-10,2019,7,10,9:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,10,-34.63627822,-58.50622631,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,1,-34.63099197,-58.3841088,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-34.63504312,-58.48100602,PEATON-AUTO,PEATON,AUTO
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13,-34.5578132,-58.45200171,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13,-34.56201105,-58.44462132,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0063,1,2019-08-04,2019,8,4,1:30:00,1,FOREST AV. Y MAURE,AVENIDA,15,-34.58711712,-58.45220688,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0064,1,2019-08-06,2019,8,6,3:15:00,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7,-34.6224514,-58.4596221,MOTO-AUTO,MOTO,AUTO
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,CALLE,4,-34.65414867,-58.4197085,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,RIESTRA AV. Y BOLIVAR,AVENIDA,7,-34.64938031,-58.44187596,PEATON-AUTO,PEATON,AUTO
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,"CASTRO, EMILIO 4706",CALLE,10,-34.64276621,-58.49101637,MOTO-CARGAS,MOTO,CARGAS
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,27 DE FEBRERO AV. 5600,AVENIDA,8,-34.66256502,-58.42493829,MOTO-MOTO,MOTO,MOTO
2019-0069,1,2019-08-17,2019,8,17,5:25:00,5,"GARAY, JUAN DE AV. 2874",AVENIDA,4,-34.62930162,-58.40489318,MOTO-AUTO,MOTO,AUTO
2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14,-34.59217875,-58.4268668,MOTO-BICICLETA,MOTO,BICICLETA
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,-34.65620398,-58.479611,PEATON-CARGAS,PEATON,CARGAS
2019-0072,1,2019-08-28,2019,8,28,6:20:00,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,-34.63524207,-58.47439934,AUTO-AUTO,AUTO,AUTO
2019-0073,1,2019-08-29,2019,8,29,1:50:00,1,ALVAREZ THOMAS AV. 1788,AVENIDA,15,-34.57926018,-58.46711912,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0074,1,2019-08-29,2019,8,29,9:00:00,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,-34.53465378,-58.46514781,MOTO-CARGAS,MOTO,CARGAS
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,SAN ANTONIO Y LUJAN,CALLE,4,-34.65584079,-58.37571078,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,-34.65429986,-58.37157668,MOTO-CARGAS,MOTO,CARGAS
2019-0077,1,2019-09-08,2019,9,8,3:40:00,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14,-34.58070186,-58.39811256,PEATON-AUTO,PEATON,AUTO
2019-0078,1,2019-09-12,2019,9,12,8:25:00,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4,-34.6541774,-58.41125934,PEATON-CARGAS,PEATON,CARGAS
2019-0079,1,2019-09-17,2019,9,17,5:30:00,5,AGRELO Y COLOMBRES,CALLE,5,-34.61866836,-58.41822901,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0080,1,2019-09-17,2019,9,17,18:40:00,18,"CABILDO AV. y PAZ, GRAL. AV.",AVENIDA,13,-34.53825652,-58.47617802,PEATON-MOTO,PEATON,MOTO
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,ELCANO AV. 4300,AVENIDA,15,-34.58623761,-58.46141281,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0082,1,2019-09-25,2019,9,25,7:45:00,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,-34.6611974,-58.42985146,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0083,1,2019-09-26,2019,9,26,8:00:00,8,MONTE Y CORVALAN,CALLE,9,-34.6583909,-58.48457413,AUTO-AUTO,AUTO,AUTO
2019-0084,1,2019-09-27,2019,9,27,11:45:00,11,TANDIL Y LA FUENTE,CALLE,7,-34.63628186,-58.46572884,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0085,1,2019-10-09,2019,10,9,22:18:00,22,CARDOSO Y BACACAY,CALLE,10,-34.6341913,-58.49261744,BICICLETA-TREN,BICICLETA,TREN
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,CORRIENTES AV. 6700,AVENIDA,15,-34.5884156,-58.45283186,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,-34.57418656,-58.47973681,MOTO-MOTO,MOTO,MOTO
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,-34.65076549,-58.40623949,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,-34.63107887,-58.36244648,PEATON-CARGAS,PEATON,CARGAS
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,-34.64868027,-58.49962423,PEATON-MOTO,PEATON,MOTO
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,-34.59559816,-58.44551437,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,"BRIN, MINISTRO Y SUAREZ",CALLE,4,-34.63420319,-58.35608181,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0093,1,2019-11-13,2019,11,13,11:50:00,11,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,-34.60907662,-58.46483679,BICICLETA-OTRO,BICICLETA,OTRO
2019-0094,1,2019-11-18,2019,11,18,14:00:00,14,CAMARGO Y SERRANO,CALLE,15,-34.59724326,-58.44368628,MOTO-OTRO,MOTO,OTRO
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,-34.62907067,-58.37864583,MOTO-CARGAS,MOTO,CARGAS
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,CASEROS AV. Y PIEDRAS,AVENIDA,1,-34.62726382,-58.37560352,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0097,1,2019-11-25,2019,11,25,8:50:00,8,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,-34.64815069,-58.47721439,MULTIPLE,MOTO,MULTIPLE
2019-0098,1,2019-11-25,2019,11,25,14:00:00,14,GUZMAN 365,AVENIDA,15,-34.58984288,-58.45134029,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,de los constituyentes av. 4300,AVENIDA,12,-34.58368803,-58.49040794,MOTO-AUTO,MOTO,AUTO
2019-0101,1,2019-12-17,2019,12,17,4:20:00,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,-34.64991178,-58.42102679,MOTO-MOTO,MOTO,MOTO
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,-34.64143926,-58.52219407,MOTO-AUTO,MOTO,AUTO
2019-0103,1,2019-12-18,2019,12,18,00:00:00,0,"PAZ, GRAL. AV. Y GRIVEO",AVENIDA,11,-34.5947164,-58.52169422,MOTO-MOTO,MOTO,MOTO
2019-0104,1,2019-12-21,2019,12,21,4:25:00,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,-34.63206174,-58.47460416,MOTO-AUTO,MOTO,AUTO
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,-34.61520391,-58.50512382,PEATON-AUTO,PEATON,AUTO
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,URIARTE Y LOYOLA,CALLE,15,-34.59213355,-58.43910409,PEATON-AUTO,PEATON,AUTO
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,SARAZA Y VARELA AV.,AVENIDA,7,-34.64646409,-58.45019436,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0003,1,2020-01-11,2020,1,11,6:00:00,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,-34.60927582,-58.39337644,PEATON-AUTO,PEATON,AUTO
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,-34.60919284,-58.39055614,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0005,1,2020-01-14,2020,1,14,6:00:00,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,-34.62477021,-58.41036975,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,LAFUENTE AV. 2250,AVENIDA,8,-34.65412546,-58.44925765,MOTO-CARGAS,MOTO,CARGAS
2020-0007,1,2020-01-27,2020,1,27,0:37:00,0,CHILE Y LIMA ,CALLE,1,-34.61648696,-58.3815685,PEATON-MOTO,PEATON,MOTO
2020-0008,1,2020-01-30,2020,1,30,7:10:00,7,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,-34.59804521,-58.40662899,MOTO-CARGAS,MOTO,CARGAS
2020-0009,1,2020-02-04,2020,2,4,14:50:00,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,-34.6060085,-58.41985649,PEATON-AUTO,PEATON,AUTO
2020-0010,1,2020-02-08,2020,2,8,5:45:00,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,-34.62214953,-58.38099833,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0011,1,2020-02-12,2020,2,12,11:29:00,11,COLOMBRES 466,CALLE,5,-34.61823178,-58.41803309,MOTO-CARGAS,MOTO,CARGAS
2020-0012,1,2020-02-18,2020,2,18,21:00:00,21,MEXICO 2860,CALLE,3,-34.61783553,-58.40604003,PEATON-MOTO,PEATON,MOTO
2020-0013,1,2020-02-20,2020,2,20,12:00:00,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,-34.57994061,-58.47549929,PEATON-MOTO,PEATON,MOTO
2020-0014,1,2020-02-27,2020,2,27,2:14:00,2,BERMUDEZ Y NOGOYA,CALLE,11,-34.61600366,-58.51398484,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0015,1,2020-02-28,2020,2,28,14:30:00,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,-34.62519403,-58.36797542,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0016,1,2020-02-29,2020,2,29,13:00:00,13,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,-34.59879316,-58.37133616,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0017,1,2020-03-05,2020,3,5,23:00:00,23,BELGRANO AV. Y RINCON,AVENIDA,3,-34.61413568,-58.39613805,PEATON-AUTO,PEATON,AUTO
2020-0018,1,2020-03-09,2020,3,9,14:00:00,14,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,-34.54200276,-58.44903073,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0019,1,2020-03-10,2020,3,10,21:00:00,21,CONSTITUCION Y CASTRO,CALLE,5,-34.6284667,-58.41972364,PEATON-AUTO,PEATON,AUTO
2020-0020,1,2020-03-13,2020,3,13,17:30:00,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,-34.60557123,-58.40571596,PEATON-MOTO,PEATON,MOTO
2020-0021,1,2020-03-14,2020,3,14,16:50:00,16,"BRAVO, MARIO 1279",CALLE,2,-34.59488319,-58.4145159,PEATON-AUTO,PEATON,AUTO
2020-0022,1,2020-04-07,2020,4,7,6:15:00,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,-34.66245085,-58.47297505,AUTO-CARGAS,AUTO,CARGAS
2020-0023,1,2020-04-09,2020,4,9,18:42:00,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,-34.63695178,-58.35791192,AUTO-CARGAS,AUTO,CARGAS
2020-0024,1,2020-04-24,2020,4,24,7:58:00,7,MURGUIONDO 1339,CALLE,9,-34.65177305,-58.50801713,AUTO-AUTO,AUTO,AUTO
2020-0025,1,2020-05-12,2020,5,12,5:35:00,5,RIVADAVIA AV. 2551,AVENIDA,3,-34.60975108,-58.40258477,PEATON-AUTO,PEATON,AUTO
2020-0026,1,2020-05-17,2020,5,17,6:40:00,6,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,-34.549888,-58.435418,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0027,1,2020-05-18,2020,5,18,8:00:00,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,-34.68454456,-58.48267426,PEATON-CARGAS,PEATON,CARGAS
2020-0028,1,2020-05-19,2020,5,19,10:00:00,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,-34.60221948,-58.44248936,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0029,1,2020-06-10,2020,6,10,14:00:00,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AVENIDA,9,-34.63886726,-58.52909134,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0030,1,2020-06-16,2020,6,16,15:00:00,15,SAN MARTIN AV. 1550,AVENIDA,6,-34.6064658,-58.45158942,MULTIPLE,MOTO,MULTIPLE
2020-0031,1,2020-06-30,2020,6,30,8:00:00,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,-34.65788529,-58.49344309,MOTO-CARGAS,MOTO,CARGAS
2020-0032,1,2020-07-10,2020,7,10,23:00:00,23,CORRIENTES AV. Y SERRANO,AVENIDA,15,-34.59635137,-58.44259166,MOTO-AUTO,MOTO,AUTO
2020-0033,1,2020-07-19,2020,7,19,6:25:00,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AVENIDA,13,-34.53476874,-58.46743471,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2020-0034,1,2020-08-02,2020,8,2,3:20:00,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,-34.60922259,-58.41178158,PEATON-AUTO,PEATON,AUTO
2020-0035,1,2020-08-04,2020,8,4,5:30:00,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,-34.63638927,-58.45068621,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0036,1,2020-08-07,2020,8,7,18:40:00,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,-34.5877879,-58.42016954,PEATON-MOTO,PEATON,MOTO
2020-0037,1,2020-08-29,2020,8,29,4:30:00,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,-34.65554754,-58.43850413,PEATON-AUTO,PEATON,AUTO
2020-0038,2,2020-08-30,2020,8,30,4:00:00,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-34.58345898,-58.40617526,AUTO-AUTO,AUTO,AUTO
2020-0039,1,2020-09-01,2020,9,1,19:17:42,19,MURGUIONDO 2700,CALLE,9,-34.663132,-58.493177,PEATON-CARGAS,PEATON,CARGAS
2020-0040,1,2020-09-12,2020,9,12,3:30:00,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-34.5780581,-58.38526125,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2020-0041,1,2020-09-28,2020,9,28,1:45:00,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,-34.63491705,-58.4475047,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0042,1,2020-09-29,2020,9,29,17:10:00,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,-34.68192648,-58.46745752,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0043,1,2020-09-30,2020,9,30,17:20:00,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,-34.59717942,-58.37202621,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0044,1,2020-10-05,2020,10,5,0:20:00,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,-34.62207347,-58.42779702,AUTO-AUTO,AUTO,AUTO
2020-0045,1,2020-10-19,2020,10,19,3:00:00,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",AVENIDA,8,-34.70524971,-58.46244952,AUTO-CARGAS,AUTO,CARGAS
2020-0046,1,2020-10-27,2020,10,27,21:00:00,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,-34.60776782,-58.4844016,MOTO-MOTO,MOTO,MOTO
2020-0047,1,2020-10-27,2020,10,27,14:00:00,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,-34.65174801,-58.46668375,PEATON-CARGAS,PEATON,CARGAS
2020-0048,1,2020-10-29,2020,10,29,20:20:00,20,DORREGO AV. 614,AVENIDA,15,-34.59322448,-58.4495878,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0049,1,2020-10-30,2020,10,30,20:00:00,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,-34.59276462,-58.37533517,PEATON-AUTO,PEATON,AUTO
2020-0050,1,2020-11-01,2020,11,1,22:00:00,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,-34.57866344,-58.42525456,PEATON-MOTO,PEATON,MOTO
2020-0051,1,2020-11-05,2020,11,5,0:40:00,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,10,-34.62981124,-58.48493828,MOTO-AUTO,MOTO,AUTO
2020-0052,1,2020-11-07,2020,11,7,6:50:00,6,TUCUMAN Y PUEYRREDON AV.,AVENIDA,3,-34.60183884,-58.40480504,BICICLETA-CARGAS,BICICLETA,CARGAS
2020-0053,1,2020-11-09,2020,11,9,3:30:00,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,4,-34.6541774,-58.41125934,AUTO-AUTO,AUTO,AUTO
2020-0054,1,2020-11-19,2020,11,19,9:00:00,9,INCLAN Y ALBERTI,CALLE,4,-34.6297708,-58.39956546,BICICLETA-AUTO,BICICLETA,AUTO
2020-0055,1,2020-11-19,2020,11,19,12:30:00,12,OLAZABAL AV. 5437,AVENIDA,12,-34.5786897,-58.49005682,PEATON-CARGAS,PEATON,CARGAS
2020-0056,1,2020-11-21,2020,11,21,13:00:00,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",AVENIDA,8,-34.69843756,-58.47064556,MOTO-CARGAS,MOTO,CARGAS
2020-0057,1,2020-11-23,2020,11,23,7:45:00,7,"NAZCA AV. Y VIALE, LUIS",AVENIDA,11,-34.61945902,-58.4750156,PEATON-AUTO,PEATON,AUTO
2020-0058,1,2020-11-24,2020,11,24,16:00:00,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-34.63652467,-58.48727942,PEATON-AUTO,PEATON,AUTO
2020-0059,1,2020-12-01,2020,12,1,6:35:00,6,BRASIL 1100,CALLE,1,-34.62794241,-58.3795169,PEATON-PASAJEROS,PEATON,PASAJEROS
